Employee ID,First Name,Middle Name,Last Name,Date of Birth,Gender,Email Address,Phone Number,Address,City,State/Province,Zip Code/Postal Code,Country,Job Title,Department,Manager ID,Hire Date,Termination Date,Salary,Hourly Rate,Contract Type,Contract Start Date,Contract End Date,Skills,Certifications,Education
e0b25644-addd-43d2-ac17-063c4cd55a1f,Tony,Sean,Morgan,1988-07-07,Other,joseph59@example.net,277.956.5678x4798,"244 Emily Alley Apt. 388
North Joycetown, AL 26309",Hollandtown,Indiana,62435,Honduras,"Pilot, airline",HR,18d256ac-94f3-4c64-a8fe-f7e23b1bb9c3,2022-01-31,,39410,10,Contract,2020-06-21,2025-02-19,"['issue', 'movie', 'participant']",Microsoft Certified,Master
bcf56168-359a-4ea0-8083-f7ff761f8257,Robert,Alexander,Fox,1985-01-01,Female,+1-732-958-0758x6167,desiree97@example.net,"98489 Kennedy Estates Suite 943
Port Elizabeth, WV 75593",South Markfort,Iowa 24743,,Lesotho,"Programmer, applications",Marketing,b329e85b-4fd7-4e11-9db0-60a1a61936d8,2021-10-20,2023-05-27,31378,15,Part-time,2023-12-06,2024-05-05,"['character', 'son', 'affect']",Cisco Certified,Master
46568009-a4eb-4f8f-b75f-7e97c447f8d6,Shannon Caitlin,,Price,1994-04-23,Other,gabriel24@example.org,001-462-671-8147x2395,"7301 Francis Groves
Robertshire, VA 31056",Port Rachel,Indiana,74124,Palau,Insurance underwriter,Finance,a5625ec4-120b-4c45-86ed-c67fcdf10241,2022-02-06,,63899,46,Part-time,2023-06-10,2025-11-12,"['instead', 'husband', 'participant']",Cisco Certified,Master
eaf58021-58cd-4dd3-b70d-115f70acdddc,Deborah Brittany,,Castillo,1998-12-15,Female,aguilargary@example.com,511.894.8630,"90027 Flores Way Suite 988
Taylormouth, IL 08417",Marissaville,Nevada,87997,American Samoa,Podiatrist,IT,9d00f0ac-5e70-4964-a8cb-c22057ad52db,2022-10-30,,19472,83,Part-time,2021-11-24,2025-10-17,"['help', 'both', 'company']",AWS,Bachelor
c2d8965f-0a59-48d7-908e-eb0fbb650b49,Sheila,John,Washington,1980-06-22,Female,vsmith@example.net,434-531-0980x194,"1734 Mary Junctions
Lake Connor, UT 71299",Carolynbury,Florida,45548,Dominican Republic,Orthoptist,Finance,980826e8-1686-4ef3-8013-6bbf7196131c,2023-11-26,,91901,91,Part-time,2020-09-07,2024-05-14,"['leader', 'ago', 'organization']",Cisco Certified,High School
a1b15a80-c04b-4e8b-90fd-8d451f7ff840,Holly Jose,,Higgins,1985-06-10,Female,qbarnett@example.net,+1-496-742-0610,"638 Michael Estates
North Emily, AK 59600",Walkerville,Montana,69457,Slovenia,Osteopath,IT,646b7b07-bf13-4003-8069-75542eaa7327,2021-02-20,,16085,24,Full-time,2022-02-09,2024-09-29,"['above', 'example', 'history']",AWS,High School
ea952f00-9b52-47ca-ae4c-a40b685a3631,Derek Holly,,Lynn,1966-11-17,Male,wware@example.net,463-798-1716x7397,"008 Gonzalez Vista
North Keithstad, ME 43396",Autumnfurt,Montana 58969,,Cuba,Network engineer,Marketing,584815c7-1604-4df0-8671-ec627b7a7c5c,2020-02-21,,31463,6,Contract,2024-02-05,2026-04-10,"['knowledge', 'five', 'effort']",Microsoft Certified,Bachelor
6eef0ef9-5337-4074-8068-67c3e9282602,James Dale,,Anderson,1975-01-19,Other,haley27@example.org,482-395-9724x1187,"323 Jack Underpass
Matthewbury, IL 26567",Shepherdhaven,Pennsylvania,58848,Tokelau,"Accountant, chartered public finance",HR,fc97f53d-3827-462a-8efe-c37c7d0778df,2023-07-13,,69825,69,Contract,2022-07-25,2026-04-25,"['total', 'manage', 'allow']",CCNA,Master
669f8e9f-deac-4552-98b9-ae84c981e952,Andrew Linda,,Steele,1988-06-11,Male,594-650-9258,ashley69@example.net,"13607 Jennifer Ville
North Samantha, VA 18138",North Robert,West Virginia,11842,Cape Verde,Music tutor,HR,df5b3ae6-cd80-46d0-8ab9-8ded9fcc52b4,2021-12-08,,13856,81,Full-time,2021-09-30,2024-07-24,"['one', 'tax', 'address']",Cisco Certified,High School
15a28420-b4b4-4698-9a4c-d332c2791f32,Robert Brian,,Bowman,1976-02-29,Other,colleenmartinez@example.org,316.436.0783x34256,"6770 Randy Estates
East Shelley, WV 84273",Stonechester,Washington,67928,Norfolk Island,Research scientist (medical),HR,2b09f57d-1628-4ba1-9211-9eb9513ad6fd,2020-12-21,2023-08-23,12909,98,Full-time,2021-03-07,2024-08-16,"['police', 'admit', 'wrong']",Cisco Certified,High School
77f03205-b696-4616-ba2e-d30c1bac5459,Brianna Brittany,,Ellis,1989-02-12,Other,susancollins@example.net,+1-638-212-4128,"119 Alex Port Suite 473
Lake John, MA 92951",Lake Steve,Massachusetts,88483,Panama,Theatre stage manager,Finance,06727a38-e4c9-4b79-9453-c5bc05b7b4d0,2021-10-19,,71927,15,Full-time,2023-07-17,2026-01-31,"['strategy', 'hospital', 'lawyer']",AWS,High School
5ae3aa9b-4837-4306-b8c3-58f2c2894329,Donald Andrew,,Duncan,1968-10-21,Other,(835)683-6631,hbaker@example.org,"73950 Lucas Prairie
West Nichole, MH 57592",Jordanburgh,Nevada,84709,Guam,"Psychologist, prison and probation services",Finance,436fbf75-0d0a-4179-aad0-3bca331a5856,2020-08-08,,86512,12,Part-time,2022-03-26,2024-06-16,"['effort', 'term', 'prevent']",CCNA,PhD
e6ce1398-a57f-4033-9ff7-a7eed9aa2dea,Donald Dana,,Smith,1979-03-27,Other,kevinperry@example.com,(464)483-4566x72410,"405 Paul Parks Suite 066
Ericfort, IN 90309",Arielside,Alabama,44136,Dominican Republic,"Solicitor, Scotland",HR,aa59070d-f1ed-48df-827a-077f3d5bd7a2,2021-01-17,2024-03-24,17189,79,Part-time,2021-01-26,2025-09-08,"['beyond', 'modern', 'at']",CCNA,Master
5c1cf7dd-b0ca-4743-9dd9-19dd694679f0,Robert,Brian,Clark,1989-07-01,Other,+1-842-455-8385x179,mccannkevin@example.com,"704 Martin Extension Apt. 117
East Jonport, FM 24130",Morrisontown,Vermont,97345,Korea,Armed forces logistics/support/administrative officer,Finance,2f1ed323-b85f-425a-b7cb-bffb6e2ab96a,2023-06-11,,3782,65,Full-time,2022-09-07,2024-12-02,"['model', 'short', 'detail']",Cisco Certified,Bachelor
f8c466ff-230c-472d-93a2-f3dbb7cf7718,Glenn Brian,,Mejia,1998-05-25,Female,001-936-399-0206x06529,hayesrobert@example.net,"0626 James Hollow Apt. 313
Janicechester, MN 10947",South Mathewburgh,Delaware,69402,Guernsey,"Designer, interior/spatial",Finance,02ad8dd6-5e64-47ec-b1e1-dd7f74cc54ee,2021-01-03,,70953,59,Contract,2021-03-18,2024-10-05,"['six', 'pay', 'some']",AWS,Bachelor
0602403f-4d7f-4a7e-a23b-26a1f26fad3d,Jeffery Brian,,Clay,1980-12-25,Female,nicolejohnson@example.org,8622624127,"Unit 5425 Box 7440
DPO AA 88343",West Jessicachester,Tennessee,68980,Azerbaijan,Minerals surveyor,HR,3d6a5953-aae6-47ce-80d5-880fdc46c50c,2023-04-26,,96303,56,Part-time,2020-12-23,2025-04-29,"['test', 'modern', 'class']",CCNA,Bachelor
ac0b5521-29b2-4362-8591-747845b0c53e,Jennifer Sandra,,Hansen,1961-07-04,Other,bryan24@example.org,976.409.9399x63117,"54404 Jones Parkways
Port Christine, NJ 08171",Hillborough,Illinois,06297,United States Minor Outlying Islands,Immunologist,Marketing,8cee2682-d812-4ce6-8e4a-6079a37509ce,2023-12-30,,24338,46,Full-time,2023-07-06,2025-05-08,"['side', 'provide', 'former']",CCNA,PhD
d3f8fd72-eafd-4d0d-923d-e16188117243,Renee,Kelly,Martin,1978-01-26,Male,bryancolon@example.net,+1-758-937-6119x92125,"03124 Gonzalez Crossroad Apt. 113
West Aaronside, LA 63569",Lewishaven,New York,47652,Vanuatu,Waste management officer,IT,a646b275-ca06-40f3-9292-5c3165b3c3a3,2022-01-04,,68903,56,Full-time,2020-04-10,2025-05-25,"['garden', 'sound', 'themselves']",Cisco Certified,PhD
5c5ad69d-17b7-4c27-89f8-18863fb9bd64,Samantha Diane,,Sharp,1972-04-11,Male,olivertimothy@example.net,+1-591-577-2635,"585 Carla Shore
Avilamouth, VI 72803",Lake Samantha,South Dakota,16908,Tanzania,Commercial/residential surveyor,Marketing,84721555-4a19-4ec6-99e5-8a00a1ca6c79,2020-08-01,2024-02-14,1941,70,Contract,2023-01-10,2025-04-27,"['growth', 'walk', 'use']",Microsoft Certified,PhD
0e5f3c4d-e998-42b3-a8af-ad19bfd9d8c1,James Cheryl,,Moss,1979-09-26,Male,001-343-257-5922,yatesjanet@example.org,"329 Brown Vista Suite 041
Vasquezside, CA 37922",East Brettfort,Iowa,85415,Russian Federation,Statistician,Finance,b998b5b6-bab8-4990-8d4d-0001c1fc8297,2023-03-25,,1308,26,Contract,2022-04-16,2024-05-01,"['group', 'wear', 'set']",AWS,High School
715c3c89-7e97-4500-bbbd-d4c87bd6f1c2,Tiffany Richard,,Lawrence,1965-04-27,Female,seanmartinez@example.net,(502)306-8407x167,"52998 Osborne Course Suite 873
East Carlaland, ID 19928",Washingtonland,California,77614,Gambia,Patent attorney,HR,dd9d8dea-ff6a-4a6c-96d9-1e82f4ca9117,2022-10-10,,38464,81,Part-time,2020-07-02,2026-02-10,"['bed', 'born', 'model']",AWS,High School
045ce83e-9f99-4bd7-abf8-5812d35bf4f3,Mark Mark,,Lopez,1958-06-13,Female,ugonzalez@example.org,962-889-4626x6809,"43356 Samuel Mission
West Normaborough, DC 68099",South Johnathan,Maryland,94471,Sao Tome and Principe,"Accountant, chartered",HR,c79c9a6c-fef4-4b36-bba6-6df9826d0192,2023-07-21,,74175,6,Contract,2022-07-25,2026-04-13,"['smile', 'organization', 'learn']",AWS,PhD
6bb4e6b5-c421-4517-b22b-32e3586817b7,Timothy Bryce,,Russo,2002-10-29,Female,346.535.7233x083,deborahsullivan@example.net,"072 Hammond Ports Suite 127
Lake Abigailchester, DC 15320",North Yvette,Wyoming,51918,United Arab Emirates,Musician,HR,4d8e056e-e6f2-4426-aefc-2fbcf87855a0,2021-07-21,,69046,16,Part-time,2020-01-15,2025-11-22,"['visit', 'rather', 'free']",AWS,Bachelor
258b7601-579d-4fcc-bb86-9c06435ca7c7,Jason Dean,,Hernandez,1976-05-21,Other,768-565-9069,campbellmarc@example.net,"81853 Stuart Greens
South Ericaport, MO 23190",South Jakeside,Alaska,70520,Portugal,"Editor, film/video",Marketing,7d70c9c1-9d80-485a-81eb-dff7bd326359,2023-06-26,2023-05-12,29675,89,Full-time,2020-09-06,2025-07-24,"['wonder', 'conference', 'career']",AWS,PhD
4a3e113f-2cc9-4543-bac9-cee3d2420d51,Michael Nicholas,,Bryant,1978-01-10,Male,2535193537,robert03@example.org,"938 Martinez Place
Andersonstad, TX 49641",North Rhondaville,Ohio,54087,Bulgaria,Community arts worker,Marketing,1189881b-0adc-4f2e-8617-a6cc467aec06,2023-04-03,,77748,41,Part-time,2021-02-11,2025-06-17,"['history', 'role', 'if']",Microsoft Certified,Bachelor
11320722-3c58-4d68-8fdb-01c4f876adbc,Tara,Dalton,Barnett,1981-07-09,Female,michaeltaylor@example.org,(753)770-6901x641,"0780 Cooper Square Apt. 580
West Dustin, IL 60312",Stantonland,Tennessee,92897,Barbados,Meteorologist,Finance,8105c368-bf52-4c71-b5f4-808d568654ee,2022-08-17,,5350,88,Contract,2024-03-26,2025-02-26,"['score', 'mention', 'sign']",Microsoft Certified,Master
a56944e4-c625-4a81-9b3b-ea9aa5e18e46,Cassidy William,,Weber,1961-03-30,Other,+1-819-647-3589,taylorcindy@example.net,"9682 Rebecca Trail
Youngbury, AK 25838",Lake Randyberg,Illinois,31057,Pitcairn Islands,Armed forces operational officer,Finance,627adcf9-7eef-4993-9883-6f1ddb5d2514,2021-08-22,,14480,28,Part-time,2023-03-13,2024-11-19,"['tonight', 'care', 'both']",Microsoft Certified,PhD
fa0bb6b0-81f5-41f3-94bd-40b19b862f38,Tracey Keith,,Mitchell,1972-05-21,Male,mooredonna@example.net,789.301.8722x5292,"037 Sanchez Corners
Ruizport, PR 91715",Mitchellview,Minnesota,53101,Samoa,Hydrographic surveyor,HR,75357391-5a80-4d38-8791-88eed610fd4a,2022-12-06,,16682,69,Part-time,2024-01-06,2024-09-09,"['would', 'real', 'success']",Cisco Certified,PhD
5d3c262a-b8d2-4456-a335-05d31dcb0084,Monica,Carol,Foster,1961-11-22,Other,mpalmer@example.com,(641)481-0923,"3418 Duran Point
Thomasfort, AR 40558",West Renee,Louisiana,03345,Western Sahara,Hydrographic surveyor,IT,725c8029-f944-4c81-99bd-666ea08dce9d,2020-10-02,,71264,8,Part-time,2022-03-24,2024-07-02,"['involve', 'our', 'do']",Cisco Certified,Bachelor
74d2bd19-423e-4349-b154-a40b6a39bcc9,John Roger,,Wright,2001-09-20,Male,janebauer@example.org,465.774.3826x28947,"7902 Krueger Views Suite 695
Rodriguezside, PR 56910",Michaelborough,Colorado,44984,Mozambique,Chartered certified accountant,Marketing,d5b7d660-8ac7-4764-8b10-ab6b867b7c41,2021-04-20,,13766,62,Full-time,2023-09-18,2025-03-06,"['close', 'former', 'want']",Microsoft Certified,Bachelor
6ce72f57-92e8-4d82-b061-645e68554d4a,George Brent,,Adkins,1979-03-30,Female,mmiddleton@example.org,(580)231-1911x6897,"USNS Stein
FPO AP 23625",New Rachelton,Iowa 61077,,French Polynesia,Product designer,Marketing,cd0d8023-0891-44ab-b724-6cae87da067d,2023-12-10,,36700,27,Contract,2020-08-21,2024-12-13,"['maybe', 'lawyer', 'after']",Microsoft Certified,PhD
574e347a-2ad7-473f-8e1f-03232217e030,Kathy Joseph,,Whitehead,1979-08-08,Other,001-712-774-2048x357,millersteven@example.org,"9606 Matthew Underpass
Vanessashire, MS 45219",Lake Josephborough,Alaska 56237,,Tajikistan,Higher education careers adviser,IT,6ab87140-91fd-463d-9ab1-c666024c1dab,2020-04-10,,7220,35,Part-time,2022-03-12,2025-09-02,"['those', 'every', 'factor']",Microsoft Certified,Master
34ae5bac-3f1c-4528-baf6-7c2e624e10db,Lauren John,,Burke,2001-05-07,Female,xnelson@example.org,(242)763-9045x2993,"563 Jonathan Roads Suite 047
North Lindsaymouth, CO 07346",Jacobsport,Mississippi,99551,Tajikistan,"Engineer, petroleum",Finance,2119ea6c-c7e4-469c-8236-a0e02d3d6e0b,2021-02-14,,97189,27,Contract,2022-05-21,2025-02-09,"['college', 'cause', 'paper']",CCNA,Bachelor
5ef367a7-73de-4414-b0e4-71586fe4834a,Benjamin Kelly,,Martin,1982-04-01,Female,lfoley@example.org,894.267.0434,"149 Gamble Lakes Apt. 482
New Stevenhaven, RI 42245",West Jonathan,Pennsylvania,54744,Uzbekistan,Financial controller,Finance,7e6d6391-86e7-4d8f-a120-c46d06ff11c0,2020-02-29,2023-08-19,80135,20,Full-time,2022-04-19,2025-09-09,"['range', 'worker', 'matter']",AWS,Master
17cf9e05-e881-4e6a-8c9a-a11419c96dfb,Brittany Joseph,,Burns,1965-11-24,Male,7399216683,shawndrake@example.net,"16548 Kidd Ramp Suite 753
Grantville, WY 56889",Lake Karen,Iowa,05602,Nepal,Occupational therapist,HR,3637a4d0-d48a-4151-aee4-6b902f69d20b,2021-06-16,,308,66,Part-time,2020-04-26,2024-09-08,"['mother', 'inside', 'toward']",Cisco Certified,PhD
38446542-4841-4fdb-b040-e2da9b8b3580,Tammie Katelyn,,Thomas,1961-09-07,Male,guzmanjeffery@example.org,262-400-0285,"29310 Jody Alley Suite 440
North Joshua, SD 54757",Kimberlyshire,North Dakota,03571,Antarctica (the territory South of 60 deg S),Medical laboratory scientific officer,Marketing,0514f19d-6f7c-49e5-a0b9-67b5c01f9687,2022-01-07,2023-08-21,58185,82,Full-time,2024-04-15,2024-06-13,"['issue', 'anyone', 'themselves']",CCNA,Master
f14c43c4-ceb5-4a71-a5d2-f023df43a977,Tracey Jason,,Barker,1976-05-01,Male,875.771.0860,danielcampbell@example.org,"0349 Mary Track
Port Dominique, NC 23786",Franklinside,Mississippi,98569,Ukraine,Advice worker,HR,baec6006-6d4b-499d-a31c-af97ba8bb3f2,2021-05-10,,99069,74,Full-time,2021-02-25,2024-12-26,"['serious', 'discover', 'instead']",Microsoft Certified,PhD
2bc92a83-8957-4f72-830e-15a1d5449304,Kayla Jose,,Thomas,1983-03-26,Female,ian49@example.net,(809)777-0074x9672,"1836 Keith Forges
New Justin, MT 63196",Jacksonhaven,Nevada,91178,Mongolia,Travel agency manager,HR,c9cd5484-9e20-4dec-838b-08ac954482f0,2021-12-09,,47478,5,Part-time,2022-04-15,2026-03-26,"['pull', 'medical', 'because']",Microsoft Certified,Master
32e91386-5555-4aba-a393-71b938c703a7,Anthony Olivia,,Wagner,1979-08-23,Female,(706)696-7365x63094,justin82@example.com,"251 Bolton Crest Suite 055
Barnesport, FM 58424",Port Huntermouth,Indiana,53834,Iceland,Information systems manager,Finance,71451577-c4ce-4c44-b1c5-9d0555efa21b,2021-08-19,,72658,35,Part-time,2022-04-11,2024-12-28,"['just', 'before', 'admit']",AWS,Bachelor
73655406-8b67-4721-93d1-96eb3af65ceb,Maria Charles,,Martinez,1963-08-16,Other,(217)996-5818x161,clarkdavid@example.org,"84731 Francisco Shoals
North Carolyn, WA 47175",Port Nicoleside,New York,64077,Jersey,Animal technologist,HR,d62b940c-4b38-46d8-8b85-2bf238ea8d68,2020-04-08,,21128,10,Contract,2020-02-19,2025-08-11,"['environmental', 'water', 'recently']",Cisco Certified,High School
f3c64aa1-efc1-4707-a941-e8554765a3eb,Debbie Madison,,Cunningham,2003-01-29,Other,darrell79@example.org,(813)714-8240x665,"PSC 8948, Box 5725
APO AA 87996",Melaniebury,Indiana,14513,Niue,Geographical information systems officer,HR,e846173d-fe3d-4d78-9292-2abd29cc8586,2020-09-18,2023-12-27,57132,96,Part-time,2021-06-11,2024-11-22,"['break', 'available', 'body']",Cisco Certified,High School
22c0c468-29b6-4b69-a330-20a3f7684a21,Brian Donna,,Summers,1962-02-16,Other,(241)876-3525,michael24@example.com,"83716 Gibson Light
Robinstad, NV 44887",Lake Zachary,Alaska 17051,,Bahamas,Learning mentor,IT,ef001c0f-1f7e-4bd6-9032-095ed98b80bf,2023-06-25,2024-03-30,83649,23,Full-time,2023-11-04,2024-10-06,"['left', 'smile', 'note']",Cisco Certified,High School
df370568-e512-42bc-be41-fb4dab368469,Daniel Rachel,,Jordan,1994-11-10,Female,001-662-842-6166x429,kennedydebra@example.org,"3777 Jennifer Harbors Apt. 412
Markmouth, GU 92328",West Michael,Tennessee,17071,Ghana,"Surveyor, commercial/residential",HR,f91a8fc5-c38b-4bb0-9ba8-fee3fae4fd1e,2021-09-30,,63946,42,Part-time,2023-04-30,2026-04-16,"['group', 'provide', 'break']",AWS,PhD
3fb874f7-65db-4608-ab12-4860bf00f27a,Gregory,Shane,Trujillo,1958-08-17,Female,jennybrown@example.com,(598)906-6098,"39638 Johnny Squares Suite 569
Lake Brianmouth, IN 42435",Jacobstad,Alaska,45876,Palau,Civil Service fast streamer,IT,75e34415-a703-4cab-b9ab-1c1c62718183,2020-04-02,,43585,64,Contract,2024-03-24,2025-03-03,"['try', 'college', 'continue']",AWS,Bachelor
fa4f9baf-bacb-4296-9f4c-9f82a400dab7,Lori Lisa,,Garcia,1976-11-20,Female,brandtmegan@example.net,001-574-956-1795x905,"472 Sparks Row
Candaceport, MI 75431",Port Davidland,Kentucky 59190,,Korea,Visual merchandiser,IT,ee0e92c6-549f-4fd1-9521-cc24670b461e,2021-02-06,,62184,75,Part-time,2023-04-08,2024-11-21,"['treatment', 'understand', 'future']",Cisco Certified,Master
0d552231-040c-4c8b-a709-de86598bb358,Jason Tamara,,Wilson,1967-04-29,Female,379.687.5071,john34@example.com,"7223 James Pines
Kurtfort, OK 39900",Port Stephenmouth,New York,73689,Romania,Radiation protection practitioner,HR,27dc41b0-7cbe-4823-909b-769721f833d4,2022-08-22,,71225,32,Part-time,2020-08-24,2025-10-14,"['break', 'since', 'ever']",AWS,Master
cbe6449c-1a3c-43d4-9dab-f78679a51ac5,Stephen James,,Perez,1984-11-21,Male,7287766924,fware@example.org,"41616 Murray Island Suite 300
West Joelland, HI 37558",North James,Rhode Island,21664,Central African Republic,Accounting technician,Finance,db6b436e-f748-416b-b6e0-88104f974397,2020-01-29,,36816,39,Contract,2024-04-24,2026-02-05,"['third', 'space', 'pattern']",Microsoft Certified,Bachelor
b9bbd564-0e91-45f3-b0c7-6e01f18274c2,Amy Katherine,,Nash,1999-03-22,Female,8359352307,eric24@example.org,"USNS Thompson
FPO AE 10208",Charlesview,Utah,94337,Saint Barthelemy,Public librarian,Marketing,6cce0fee-a6ca-4ce4-ac42-eaf052168233,2021-08-20,,61579,70,Contract,2023-07-14,2024-12-15,"['series', 'level', 'real']",Cisco Certified,PhD
b208df1e-afd3-4d7f-bcdd-13b49edb6200,Tracey Gabrielle,,Guerrero,1999-08-21,Male,don23@example.com,547-728-5594x989,"719 Randolph Pike Suite 495
Haileyville, MH 24652",Lopezfort,Pennsylvania,31917,Antigua and Barbuda,IT sales professional,IT,322ce79b-74c8-46c1-a823-b8529e864f21,2021-01-16,,99875,36,Contract,2021-07-16,2024-09-03,"['sign', 'me', 'across']",CCNA,Bachelor
dd4d41c3-681a-4303-8872-a1068ea09b46,Sara Jeffrey,,Gutierrez,1975-03-13,Female,(584)234-3997x080,andersontonya@example.com,"3367 Barber Station
Johnfort, MP 68743",West Christopher,Kansas,97251,Liechtenstein,Cytogeneticist,HR,e3ed26b9-0f4f-454c-a112-135081488725,2021-07-15,,95616,37,Part-time,2023-10-18,2025-08-06,"['remember', 'character', 'again']",Microsoft Certified,Bachelor
d2208ee9-0f41-4f79-a4c2-279cb305ebf4,Lisa Jeffery,,Hansen,1961-03-23,Female,001-655-214-2142x79820,johnstone@example.org,"9913 Lane Lock
Charlesfurt, DE 36996",Emilyville,Utah,01867,Uruguay,"Radiographer, diagnostic",IT,3d3d65ec-2abc-4060-b204-656c5cc5860a,2020-06-03,2023-10-03,2800,64,Part-time,2023-10-20,2025-04-07,"['animal', 'item', 'mouth']",Microsoft Certified,PhD
c76050ef-6552-4c7d-b324-c04a6c46a10d,Heather Wanda,,Price,1989-10-23,Female,(972)951-4398x95189,vcarpenter@example.org,"5765 Brooks Spurs Suite 958
Morenoland, MI 75873",East Sarahfort,Washington 02116,,Saudi Arabia,Fast food restaurant manager,Finance,61767316-4aa9-4ab2-96f9-c4d4ef71f89b,2021-01-28,,9996,67,Contract,2022-10-21,2024-07-01,"['item', 'skill', 'provide']",CCNA,High School
47032c49-f6ef-4aa3-9c10-90fd8c123e4a,David Michelle,,Scott,1960-05-24,Other,carsontimothy@example.org,354.476.5851x206,"71029 Sandra Squares
Port Timland, GU 82561",West Amyview,Arizona,15964,Grenada,Tax inspector,Finance,03305682-9cdf-4d9d-bc01-fa440aac251b,2020-11-15,2023-08-21,86161,67,Contract,2023-12-05,2024-12-15,"['speak', 'poor', 'try']",Microsoft Certified,Bachelor
